attack_nn	0.25502763779973164
bag_nn	0.4002936289816818
ball_nn	0.42615665179859796
bit_nn	0.191820156982395
chairman_nn	0.3906242479159856
circle_vb	0.21736817646225468
contemplation_nn	0.3481227996341772
donkey_nn	0.10731498452482366
edge_nn	0.0007345865631662259
face_nn	0.18434062934421996
fiction_nn	0.33224042199051723
gas_nn	0.42562914248444084
graft_nn	0.8078583315923196
head_nn	0.2428879009778706
land_nn	0.20153067152191326
lane_nn	0.4214660417170968
lass_nn	0.3242864774950364
multitude_nn	0.24429467511480857
ounce_nn	0.5864866196215419
part_nn	0.40405419315947977
pin_vb	0.27263310055497425
plane_nn	0.7130565259160933
player_nn	0.33468574763117126
prop_nn	0.41374859128830954
quilt_nn	0.46789848157311614
rag_nn	0.3346553910709797
record_nn	0.5003517694485806
relationship_nn	0.3049192778953321
risk_nn	0.4243676669130649
savage_nn	0.25534285124347134
stab_nn	0.43434270199023806
stroke_vb	0.4332382369048083
thump_nn	0.4866124915850185
tip_vb	0.2641534613359607
tree_nn	0.010770504719779197
twist_nn	0.40192697340259975
word_nn	0.1788306058252094
